GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US48005,48005,"Angelina County, Texas",30103,1288,21860,1730,N,N,8243,1435,6.9,2.6,3.6,2.1,N,N,15.8,6.9,8.4,3.1,4.7,2.5,N,N,18.9,9.6,15.2,3.5,13.7,4.3,N,N,23.6,9.2,13.4,3.9,11.3,4.1,N,N,15.2,7.3,14.7,2.8,17.7,3.9,N,N,7.1,3.6,17.0,3.4,18.7,3.6,N,N,13.4,7.6,10.1,2.9,12.2,3.7,N,N,2.0,1.9,8.6,2.3,11.0,3.1,N,N,2.2,2.6,3.5,1.4,4.8,1.9,N,N,0.0,2.2,2.2,1.0,2.3,1.2,N,N,1.8,2.1,42750,5249,49204,4267,62489,10081,19692,3348,57588,4816,66335,5768,N,N,32833,7525,30.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X)
0500000US48021,48021,"Bastrop County, Texas",25447,1272,18978,1839,N,N,6469,1509,5.6,2.9,3.6,2.7,N,N,11.2,7.9,7.3,3.9,6.0,3.4,N,N,12.2,10.5,9.2,3.5,8.5,3.6,N,N,14.7,8.4,9.5,4.2,5.6,3.1,N,N,20.8,11.2,19.2,5.5,20.2,6.7,N,N,14.6,8.8,21.5,5.1,23.4,6.8,N,N,18.7,8.8,10.6,4.7,12.9,6.6,N,N,3.0,2.5,14.8,4.6,16.5,6.0,N,N,4.5,4.1,2.0,1.5,2.7,2.0,N,N,0.0,2.9,0.5,0.5,0.5,0.7,N,N,0.4,0.7,48652,6460,54465,4870,61879,5570,29519,6744,57454,4742,62643,5092,N,N,36359,6005,40.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.7,(X)
0500000US48027,48027,"Bell County, Texas",102934,2542,73187,2900,53755,3014,29747,2305,8.2,1.5,6.0,1.7,1.9,1.0,15.3,3.4,3.7,0.9,1.8,0.8,0.8,0.5,8.8,2.6,10.0,1.5,7.2,1.5,4.3,1.2,17.1,3.5,10.4,1.6,9.4,1.5,7.9,1.8,15.3,4.1,16.8,1.8,17.2,2.3,16.1,2.6,18.8,3.6,21.8,2.4,22.2,2.8,22.8,3.1,16.2,3.3,11.9,1.6,14.0,2.2,16.9,2.6,4.5,1.8,11.3,1.8,14.5,2.4,19.3,3.0,2.4,1.1,3.6,1.0,4.4,1.2,5.8,1.7,1.5,1.1,2.3,0.9,3.3,1.2,4.3,1.7,0.0,0.6,50656,1939,57736,3905,68645,7475,31251,3234,62916,2894,72144,3760,N,N,36851,2594,22.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.8,(X)
0500000US48029,48029,"Bexar County, Texas",620467,4370,415629,6546,280818,7208,204838,6104,8.3,0.6,5.5,0.5,2.1,0.5,15.7,1.3,5.6,0.5,3.5,0.5,1.6,0.4,9.8,1.3,11.1,0.8,9.3,0.8,6.9,0.8,15.2,1.5,10.2,0.7,9.9,0.9,7.8,0.9,11.9,1.4,15.1,0.8,15.0,1.0,13.1,1.2,15.5,1.5,19.3,0.9,19.7,1.2,21.2,1.4,17.4,1.4,11.2,0.8,12.7,0.9,15.2,1.0,7.3,1.2,11.5,0.7,14.1,0.9,18.7,1.3,4.7,0.8,4.1,0.4,5.5,0.6,7.0,0.7,1.2,0.4,3.7,0.4,4.8,0.5,6.5,0.7,1.2,0.4,49769,1120,57327,1643,71778,1602,32353,1663,66380,1281,75895,1618,90244,1999,43802,1753,32.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X)
0500000US48037,48037,"Bowie County, Texas",32199,1618,22818,1909,N,N,9381,1506,12.5,3.1,10.4,3.3,N,N,18.9,7.0,7.2,2.4,3.5,2.1,N,N,15.9,5.9,11.6,3.1,7.7,3.6,N,N,23.8,7.6,10.4,2.8,11.7,3.5,N,N,9.4,5.1,16.2,3.1,15.7,4.1,N,N,14.9,4.3,16.4,3.0,17.0,3.3,N,N,11.8,5.6,11.4,2.6,14.9,3.7,N,N,1.7,1.8,8.7,2.8,11.8,3.8,N,N,0.8,1.2,2.3,1.5,3.2,2.1,N,N,0.0,2.0,3.6,1.7,3.9,2.1,N,N,2.7,3.9,41142,3266,51176,7969,64431,8210,21362,1911,64601,8529,72452,8771,N,N,43123,24579,25.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X)
0500000US48039,48039,"Brazoria County, Texas",111436,2203,83894,2858,64514,3265,27542,2962,5.3,1.2,2.5,1.0,1.5,0.9,15.0,3.7,4.3,1.3,2.9,1.5,0.8,0.6,8.8,3.1,7.8,1.5,5.4,1.3,3.6,1.2,16.4,4.4,8.0,1.5,7.3,1.6,6.1,1.5,10.9,4.0,12.2,2.1,10.9,2.3,9.8,2.5,16.1,4.2,17.1,2.3,18.5,2.7,16.9,3.0,11.9,3.4,13.2,2.3,13.6,2.7,14.8,3.1,11.4,3.6,17.9,2.2,21.6,2.7,24.2,3.3,6.2,2.9,9.8,1.8,12.0,2.3,15.4,2.9,2.2,1.4,4.3,1.1,5.4,1.4,6.7,1.8,1.0,1.3,66250,3987,80564,5613,92347,6061,31902,7601,80545,2824,90912,3413,N,N,45288,4299,34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.2,(X)
0500000US48041,48041,"Brazos County, Texas",72072,1815,39818,2159,28608,2051,32254,2150,14.4,2.0,5.0,1.7,3.1,1.9,26.5,4.1,7.7,1.8,5.4,2.4,1.6,1.0,11.8,2.9,12.5,2.4,10.1,2.8,3.3,1.4,15.6,3.6,11.7,2.3,9.6,2.6,7.5,2.9,13.7,3.3,13.5,2.2,14.5,2.9,14.9,3.1,11.4,3.2,14.4,2.3,17.5,3.6,19.8,4.0,10.6,2.6,9.0,1.7,11.1,2.6,14.0,3.3,5.9,2.3,9.8,1.7,14.9,2.5,19.9,3.2,3.5,2.0,3.7,0.9,6.5,1.8,8.7,2.4,0.5,0.4,3.4,0.9,5.4,1.5,7.1,2.0,0.4,0.6,37913,3111,59365,4858,74606,7396,21845,2448,59566,3760,80478,6567,N,N,32329,3479,37.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.9,(X)
0500000US48061,48061,"Cameron County, Texas",118546,3031,93111,3195,63796,3402,25435,2716,14.8,1.5,13.0,1.7,7.3,1.6,28.9,4.3,8.7,1.2,6.7,1.6,5.7,1.6,13.3,3.2,14.7,1.5,14.0,1.7,12.4,2.1,18.4,3.9,12.5,1.6,12.8,1.8,11.4,1.9,9.4,2.6,13.9,1.6,15.3,1.9,16.5,2.3,9.0,2.7,15.8,2.0,15.2,2.1,17.2,2.4,15.0,4.1,8.6,1.4,9.7,1.6,12.7,2.0,4.1,2.8,6.6,1.1,8.4,1.4,10.6,1.9,1.2,0.8,2.5,0.8,2.5,0.8,2.9,1.1,0.5,0.5,2.0,0.6,2.4,0.8,3.3,1.1,0.4,0.5,34374,1851,37186,1957,46701,2346,18298,3832,50443,3121,54101,3216,63720,4438,32045,5384,36.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X)
0500000US48085,48085,"Collin County, Texas",307499,2294,225831,4634,182410,5100,81668,4035,4.0,0.6,2.8,0.6,1.2,0.4,8.0,1.7,2.9,0.5,2.1,0.5,1.3,0.5,6.0,1.7,5.0,0.7,2.9,0.7,1.5,0.5,10.9,1.8,7.4,0.8,5.5,0.9,4.5,0.8,13.0,2.0,9.9,1.0,8.1,0.9,6.4,0.9,14.7,2.4,17.7,1.2,16.1,1.3,14.3,1.3,23.1,2.6,13.6,1.1,14.7,1.3,15.0,1.4,9.8,1.7,20.3,1.1,24.3,1.4,27.8,1.7,8.3,1.3,9.5,0.9,11.5,1.0,13.5,1.2,3.4,1.4,9.6,0.8,12.1,1.1,14.4,1.3,2.8,0.9,80273,2542,96184,2500,108295,3911,46464,2800,104089,3479,117501,3838,130424,4767,64212,7730,31.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X)
0500000US48091,48091,"Comal County, Texas",43517,1348,31886,1883,N,N,11631,1723,5.1,1.5,3.6,1.4,N,N,13.2,5.1,2.6,1.2,1.7,1.2,N,N,4.4,2.5,8.5,2.1,8.0,2.4,N,N,11.4,4.7,12.2,2.8,8.8,2.7,N,N,19.5,6.9,8.8,1.9,6.1,1.7,N,N,15.3,5.5,14.7,2.8,15.8,3.1,N,N,10.4,4.4,15.7,2.8,16.3,3.2,N,N,13.6,6.5,18.1,3.0,21.6,3.6,N,N,8.8,4.8,8.5,2.5,10.4,3.0,N,N,3.4,3.4,5.9,1.9,7.6,2.6,N,N,0.0,1.6,72759,4468,82026,8551,93047,8275,36694,7781,85927,5686,97020,7378,N,N,50070,6185,20.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),20.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.8,(X)
0500000US48099,48099,"Coryell County, Texas",22083,1260,16027,1366,N,N,6056,1026,5.4,2.5,3.9,2.3,N,N,9.4,5.7,6.5,2.8,2.8,2.0,N,N,16.5,7.7,9.5,3.3,5.7,2.7,N,N,19.5,8.7,7.3,2.3,6.7,2.8,N,N,9.0,4.6,19.3,3.8,20.6,4.6,N,N,16.4,7.6,23.0,4.2,26.3,4.7,N,N,17.7,8.7,11.9,2.6,15.9,4.0,N,N,4.3,3.7,12.6,3.1,14.2,4.2,N,N,3.7,4.0,2.5,1.8,2.2,1.9,N,N,2.6,3.9,1.9,1.1,1.7,1.0,N,N,0.8,1.4,51217,2705,58049,4650,63380,4465,29382,12659,61894,4360,67413,4868,N,N,40840,7398,27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.5,(X)
0500000US48113,48113,"Dallas County, Texas",880444,6089,576768,8123,379500,8672,303676,8375,7.2,0.4,5.3,0.5,2.0,0.3,12.3,1.0,4.9,0.4,4.3,0.5,1.8,0.4,7.1,0.8,12.0,0.6,11.0,0.7,7.5,0.8,14.9,1.1,12.0,0.6,11.8,0.6,9.5,0.7,12.0,1.1,15.8,0.6,15.1,0.8,13.5,0.9,16.7,1.1,17.3,0.6,16.7,0.7,17.9,1.0,17.5,1.3,10.3,0.6,11.2,0.8,13.5,1.0,7.5,0.8,11.1,0.5,13.0,0.6,17.6,0.9,7.0,0.7,3.9,0.3,4.6,0.4,6.6,0.6,2.4,0.4,5.6,0.4,7.1,0.5,10.2,0.7,2.6,0.4,47810,1000,52425,1256,71580,1626,37496,1617,74393,1312,83667,1851,105407,2645,53732,1729,30.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.2,(X)
0500000US48121,48121,"Denton County, Texas",256391,2255,184219,3720,141993,3665,72172,3593,3.9,0.7,2.2,0.7,0.8,0.4,8.9,1.6,3.2,0.5,1.7,0.5,0.6,0.3,7.2,1.5,6.8,0.9,4.8,0.9,2.6,0.7,12.8,1.9,8.1,1.1,6.3,1.1,4.3,1.0,13.6,2.2,10.4,1.1,9.5,1.3,7.2,1.1,14.0,2.5,17.6,1.4,15.1,1.5,14.8,1.6,21.7,2.3,13.8,1.1,15.4,1.4,15.6,1.7,9.3,1.8,18.9,1.3,23.2,1.7,27.2,1.9,8.2,1.6,8.8,0.9,10.7,1.1,13.3,1.3,2.9,0.9,8.5,0.9,11.2,1.2,13.7,1.5,1.5,0.8,74981,1989,90550,2693,105847,2399,42215,2575,94493,2101,109042,2864,124071,3628,54437,3113,30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.5,(X)
0500000US48135,48135,"Ector County, Texas",51962,995,38090,1751,24127,1884,13872,1851,4.5,1.5,5.3,1.9,1.3,1.3,11.3,4.6,3.3,1.2,1.4,1.1,0.3,0.4,9.7,4.1,10.4,2.0,10.4,2.6,5.3,2.6,14.9,5.0,8.8,2.2,7.9,2.4,4.3,2.4,9.8,4.0,18.1,3.2,14.7,3.5,14.3,3.9,21.8,6.1,18.4,2.9,20.0,3.6,23.2,4.9,11.7,4.5,11.2,2.2,10.8,2.6,11.9,3.5,11.7,4.4,15.8,2.7,17.3,3.4,21.7,4.8,7.3,4.1,4.5,1.7,5.6,2.2,7.5,3.1,0.9,1.5,5.0,1.5,6.5,2.0,10.1,3.1,0.8,1.4,55710,4602,59390,4892,77228,10006,38151,4892,76085,4909,82441,5731,N,N,48798,8896,27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X)
0500000US48139,48139,"Ellis County, Texas",52978,939,41759,1559,N,N,11219,1433,5.3,2.1,4.6,2.0,N,N,9.3,5.6,5.0,1.6,4.0,1.8,N,N,12.4,5.3,7.9,1.7,6.5,2.0,N,N,13.4,5.5,9.2,2.4,5.8,1.9,N,N,17.0,6.9,16.3,2.8,14.2,2.5,N,N,27.8,8.6,16.6,2.9,17.5,3.3,N,N,11.0,4.3,14.5,2.2,17.5,2.6,N,N,2.3,1.5,15.5,2.6,18.8,3.2,N,N,3.8,3.5,6.2,1.5,6.7,1.7,N,N,3.1,2.8,3.4,1.2,4.3,1.5,N,N,0.0,1.7,57880,5448,71175,4244,81574,5290,33918,4093,73990,3895,82513,4402,N,N,39230,5298,29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X)
0500000US48141,48141,"El Paso County, Texas",258587,2911,191854,4226,127513,5052,66733,3592,10.2,0.9,6.7,1.1,2.8,0.8,22.1,2.8,7.6,1.0,5.4,0.9,3.7,0.9,14.8,2.5,14.4,1.4,13.9,1.5,9.6,1.6,15.9,2.6,12.2,1.0,13.0,1.1,11.2,1.4,10.0,1.9,16.4,1.1,17.5,1.3,18.2,1.7,13.2,2.1,16.6,1.2,17.5,1.5,20.4,2.0,13.8,1.9,9.7,1.0,10.9,1.3,13.3,1.8,4.8,1.3,8.4,0.9,9.8,1.0,13.4,1.3,3.5,1.5,2.5,0.5,2.9,0.6,4.2,0.9,1.0,0.8,2.0,0.4,2.4,0.5,3.3,0.7,0.9,0.6,39945,1449,44186,2175,54690,2181,22316,2293,54811,1700,60193,2091,72786,3134,36502,3140,27.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.0,(X)
0500000US48157,48157,"Fort Bend County, Texas",205137,1954,166231,3395,133666,4401,38906,3227,3.2,0.8,2.5,0.7,0.9,0.3,7.9,2.9,2.0,0.6,1.4,0.6,0.6,0.3,6.1,2.7,6.3,1.2,4.7,1.1,2.6,1.1,12.9,3.5,6.0,1.2,4.8,0.9,4.5,1.1,11.5,3.9,11.0,1.5,9.6,1.5,8.0,1.6,16.9,3.7,14.8,1.4,13.1,1.6,11.7,1.7,21.1,4.3,11.9,1.3,12.3,1.6,12.2,1.7,10.2,2.8,20.0,1.6,22.7,1.9,24.4,2.3,8.5,3.3,11.1,1.4,12.8,1.7,15.4,2.1,2.4,1.3,13.6,1.8,16.1,2.1,19.6,2.5,2.4,1.1,88023,3770,102157,4236,115895,4635,45767,3686,111768,3916,122659,4521,N,N,60473,5799,30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
0500000US48167,48167,"Galveston County, Texas",111038,2688,77778,3218,58061,3091,33260,2499,6.4,1.2,5.2,1.5,2.5,1.4,11.7,2.5,4.2,1.2,3.3,1.3,1.1,0.8,8.0,2.5,10.7,1.7,6.8,1.6,4.7,1.6,19.0,4.1,10.2,1.3,8.6,1.6,5.8,1.4,12.8,3.0,11.0,1.8,10.3,2.1,8.9,2.0,12.7,3.9,16.0,2.1,16.1,2.4,16.3,2.8,15.9,3.5,13.6,2.0,14.6,2.6,15.6,3.1,9.7,2.7,15.5,1.8,18.4,2.3,23.5,3.0,7.5,3.2,6.7,1.2,9.2,1.7,12.0,2.2,1.0,1.1,5.8,1.2,7.5,1.6,9.6,2.0,1.6,0.9,60869,2762,74246,5894,91750,2708,33977,3323,80903,3800,94017,5214,109741,5483,47058,4312,34.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X)
0500000US48181,48181,"Grayson County, Texas",46311,1464,31294,1836,22485,1579,15017,1475,8.9,2.1,4.9,2.2,1.7,1.2,21.4,5.5,7.8,2.4,4.8,2.4,2.6,1.9,13.8,5.4,9.5,2.0,7.0,2.1,5.4,2.1,14.1,4.0,12.7,2.7,12.1,3.1,10.0,3.1,13.4,4.4,16.3,2.6,16.0,3.0,14.2,3.0,14.5,4.4,18.0,2.7,19.8,3.5,22.8,4.3,14.2,5.5,11.6,2.3,15.1,2.9,17.1,3.5,3.7,2.2,9.3,1.8,12.7,2.6,16.1,3.3,2.2,1.4,3.0,1.2,4.4,1.8,6.1,2.5,0.0,1.2,2.9,1.5,3.0,1.5,4.1,2.2,2.7,3.4,44378,2905,54787,2919,66332,5572,25454,5088,60658,4253,70979,5896,N,N,37075,7637,35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X)
0500000US48183,48183,"Gregg County, Texas",46896,1209,31912,1974,N,N,14984,1870,7.9,2.4,5.2,2.1,N,N,14.9,5.7,5.4,1.8,4.6,2.5,N,N,7.2,2.8,15.4,2.9,8.9,2.9,N,N,29.4,6.1,12.3,2.8,11.9,3.2,N,N,13.7,5.1,14.1,2.9,13.9,3.3,N,N,14.0,5.1,17.8,2.7,21.7,3.6,N,N,10.4,3.9,8.9,2.2,10.7,2.8,N,N,3.6,2.8,12.2,2.8,15.3,3.9,N,N,4.3,3.8,4.0,1.4,4.7,2.0,N,N,2.5,2.2,2.1,1.1,3.2,1.6,N,N,0.0,1.2,45461,5460,52961,4112,64913,6237,24428,3246,63857,5627,75888,7602,N,N,35914,5256,22.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.6,(X)
0500000US48187,48187,"Guadalupe County, Texas",48922,1086,36295,1767,27791,1834,12627,1666,4.9,1.6,3.2,1.6,0.5,0.5,11.8,4.5,3.6,1.5,1.6,1.1,0.4,0.5,9.2,4.8,8.6,2.1,7.8,2.6,4.1,1.7,13.5,4.8,9.3,2.4,7.7,2.1,5.9,1.9,16.3,6.6,14.6,2.9,12.1,2.7,12.5,3.0,20.4,6.7,21.4,2.9,21.8,3.3,22.3,3.6,17.6,5.3,13.4,2.5,16.6,3.5,18.5,4.3,5.4,2.8,15.4,2.1,17.9,2.9,21.7,3.6,3.1,2.1,5.5,1.7,7.1,2.2,9.1,2.9,0.8,1.1,3.4,1.3,4.0,1.5,5.0,2.0,1.7,1.9,58270,4130,69831,3271,81272,4360,33250,9086,72989,3740,81971,4895,N,N,41961,5352,25.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.3,(X)
0500000US48201,48201,"Harris County, Texas",1497363,7978,1025208,11049,702816,10042,472155,9376,7.0,0.3,5.4,0.4,1.9,0.3,12.5,0.8,5.0,0.3,4.0,0.4,2.3,0.4,7.6,0.6,11.3,0.5,10.0,0.5,6.5,0.6,14.8,0.9,10.2,0.4,9.7,0.5,8.0,0.6,11.1,0.8,14.0,0.5,13.4,0.5,12.3,0.6,14.9,0.9,17.5,0.6,17.4,0.7,17.6,0.9,16.7,0.9,10.8,0.4,11.7,0.5,13.7,0.8,8.1,0.8,12.4,0.5,14.4,0.6,18.4,0.8,7.7,0.6,5.4,0.3,6.3,0.4,8.5,0.6,3.0,0.4,6.5,0.3,7.7,0.4,10.8,0.6,3.5,0.5,52489,807,60020,1028,77156,1713,38236,1518,78647,1147,86980,1424,106062,2044,57053,1697,34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X)
0500000US48203,48203,"Harrison County, Texas",23148,1068,16129,1364,N,N,7019,1145,9.1,2.7,5.1,2.3,N,N,19.7,7.5,6.8,2.7,4.6,3.2,N,N,12.0,6.5,17.3,4.3,13.6,3.8,N,N,24.3,9.7,12.5,4.7,14.8,6.2,N,N,7.3,5.5,14.2,4.3,14.4,4.5,N,N,14.6,7.1,18.4,3.5,20.5,4.5,N,N,12.8,5.7,9.2,3.0,11.3,3.7,N,N,4.4,4.2,6.7,2.0,8.5,2.8,N,N,2.7,2.8,3.2,2.0,4.5,2.8,N,N,0.0,2.6,2.6,1.4,2.8,1.5,N,N,2.2,2.6,39701,4302,46230,9328,57419,4762,22350,3919,59691,9748,67974,12648,N,N,40269,12799,37.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.5,(X)
0500000US48209,48209,"Hays County, Texas",60739,1776,39110,2028,N,N,21629,1734,7.5,2.0,4.4,2.0,N,N,15.8,5.0,4.9,1.8,1.6,0.9,N,N,10.8,4.6,8.5,1.9,5.8,2.4,N,N,13.0,3.8,11.4,2.7,6.5,2.2,N,N,18.8,5.7,10.8,2.2,9.6,2.3,N,N,12.6,3.7,19.7,3.0,23.4,3.7,N,N,14.5,4.4,12.9,2.3,15.3,3.2,N,N,7.6,2.8,12.9,2.2,17.7,3.1,N,N,3.8,2.4,6.1,1.5,8.3,2.2,N,N,1.8,1.2,5.3,1.3,7.5,2.0,N,N,1.3,1.1,58987,3120,73650,5087,86492,9680,29949,3357,74964,4162,91928,6037,N,N,42615,4958,25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.3,(X)
0500000US48213,48213,"Henderson County, Texas",28070,1630,19276,1548,N,N,8794,1431,7.7,2.2,6.9,2.7,N,N,12.0,5.2,5.2,1.9,2.8,1.8,N,N,10.5,5.6,19.2,4.1,14.4,4.7,N,N,29.4,7.9,14.4,2.7,12.2,3.7,N,N,17.4,7.3,16.8,3.4,16.8,3.7,N,N,17.7,7.3,15.9,3.2,19.5,4.1,N,N,6.6,3.3,8.6,2.3,11.7,3.4,N,N,2.8,2.2,8.5,2.7,11.4,3.7,N,N,1.5,1.3,1.7,0.9,2.1,1.2,N,N,0.9,1.5,1.9,1.2,2.2,1.6,N,N,1.4,1.9,38493,5099,44948,8058,57052,6035,24495,3276,57250,8405,62173,8192,N,N,44961,21481,23.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.6,(X)
0500000US48215,48215,"Hidalgo County, Texas",223367,3839,181285,3840,126763,4144,42082,3443,13.8,1.2,11.0,1.3,6.6,1.2,26.9,3.5,9.8,1.1,8.9,1.3,7.6,1.5,14.8,3.0,14.6,1.3,14.1,1.5,12.1,1.5,16.7,3.2,11.6,1.2,12.0,1.4,11.8,1.5,11.2,2.4,15.0,1.4,15.8,1.8,16.4,2.0,11.6,2.3,14.9,1.3,15.7,1.6,16.7,1.9,11.1,2.5,8.8,1.1,9.1,1.2,10.8,1.5,5.3,2.2,8.2,1.0,9.8,1.2,13.1,1.7,0.6,0.5,1.8,0.4,2.1,0.5,2.8,0.7,0.6,0.5,1.4,0.3,1.4,0.3,2.0,0.5,1.1,1.0,35098,1606,37764,1886,45835,2227,19133,1750,49432,1871,52817,2046,61982,2822,31957,3987,31.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.6,(X)
