"Notes"	"Year"	"Year Code"	"County"	"County Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"2014"	"2014"	"Philadelphia County, PA"	"42101"	"Other synthetic narcotics"	"T40.4"	10	1560297	Unreliable
	"2014"	"2014"	"Philadelphia County, PA"	"42101"	"Cocaine"	"T40.5"	38	1560297	2.4
	"2014"	"2014"	"Schuylkill County, PA"	"42107"	"Other opioids"	"T40.2"	11	145797	Unreliable
	"2014"	"2014"	"Washington County, PA"	"42125"	"Heroin"	"T40.1"	12	208187	Unreliable
	"2014"	"2014"	"Washington County, PA"	"42125"	"Other opioids"	"T40.2"	14	208187	Unreliable
	"2014"	"2014"	"York County, PA"	"42133"	"Heroin"	"T40.1"	31	440755	7.0
	"2014"	"2014"	"York County, PA"	"42133"	"Other opioids"	"T40.2"	10	440755	Unreliable
	"2014"	"2014"	"York County, PA"	"42133"	"Other synthetic narcotics"	"T40.4"	12	440755	Unreliable
	"2014"	"2014"	"Kent County, RI"	"44003"	"Other opioids"	"T40.2"	11	165128	Unreliable
	"2014"	"2014"	"Kent County, RI"	"44003"	"Other synthetic narcotics"	"T40.4"	11	165128	Unreliable
	"2014"	"2014"	"Providence County, RI"	"44007"	"Heroin"	"T40.1"	38	631974	6.0
	"2014"	"2014"	"Providence County, RI"	"44007"	"Other opioids"	"T40.2"	48	631974	7.6
	"2014"	"2014"	"Providence County, RI"	"44007"	"Methadone"	"T40.3"	17	631974	Unreliable
	"2014"	"2014"	"Providence County, RI"	"44007"	"Other synthetic narcotics"	"T40.4"	59	631974	9.3
	"2014"	"2014"	"Providence County, RI"	"44007"	"Cocaine"	"T40.5"	53	631974	8.4
	"2014"	"2014"	"Providence County, RI"	"44007"	"Other and unspecified narcotics"	"T40.6"	22	631974	3.5
	"2014"	"2014"	"Washington County, RI"	"44009"	"Heroin"	"T40.1"	14	126653	Unreliable
	"2014"	"2014"	"Aiken County, SC"	"45003"	"Other opioids"	"T40.2"	16	164753	Unreliable
	"2014"	"2014"	"Anderson County, SC"	"45007"	"Other opioids"	"T40.2"	19	192810	Unreliable
	"2014"	"2014"	"Berkeley County, SC"	"45015"	"Other opioids"	"T40.2"	13	198205	Unreliable
	"2014"	"2014"	"Charleston County, SC"	"45019"	"Heroin"	"T40.1"	12	381015	Unreliable
	"2014"	"2014"	"Charleston County, SC"	"45019"	"Other opioids"	"T40.2"	11	381015	Unreliable
	"2014"	"2014"	"Charleston County, SC"	"45019"	"Cocaine"	"T40.5"	13	381015	Unreliable
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Heroin"	"T40.1"	14	482752	Unreliable
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Other opioids"	"T40.2"	34	482752	7.0
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Other synthetic narcotics"	"T40.4"	20	482752	4.1
	"2014"	"2014"	"Greenville County, SC"	"45045"	"Cocaine"	"T40.5"	16	482752	Unreliable
	"2014"	"2014"	"Horry County, SC"	"45051"	"Other opioids"	"T40.2"	40	298832	13.4
	"2014"	"2014"	"Horry County, SC"	"45051"	"Cocaine"	"T40.5"	10	298832	Unreliable
	"2014"	"2014"	"Lexington County, SC"	"45063"	"Other opioids"	"T40.2"	25	277888	9.0
	"2014"	"2014"	"Oconee County, SC"	"45073"	"Other opioids"	"T40.2"	13	75192	Unreliable
	"2014"	"2014"	"Pickens County, SC"	"45077"	"Other opioids"	"T40.2"	21	120368	17.4
	"2014"	"2014"	"Richland County, SC"	"45079"	"Other opioids"	"T40.2"	21	401566	5.2
	"2014"	"2014"	"Richland County, SC"	"45079"	"Other synthetic narcotics"	"T40.4"	10	401566	Unreliable
	"2014"	"2014"	"Spartanburg County, SC"	"45083"	"Other opioids"	"T40.2"	21	293542	7.2
	"2014"	"2014"	"York County, SC"	"45091"	"Other opioids"	"T40.2"	13	245346	Unreliable
	"2014"	"2014"	"Blount County, TN"	"47009"	"Other opioids"	"T40.2"	11	126339	Unreliable
	"2014"	"2014"	"Bradley County, TN"	"47011"	"Other opioids"	"T40.2"	15	102975	Unreliable
	"2014"	"2014"	"Cheatham County, TN"	"47021"	"Other opioids"	"T40.2"	12	39764	Unreliable
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Heroin"	"T40.1"	26	668347	3.9
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Other opioids"	"T40.2"	71	668347	10.6
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Other synthetic narcotics"	"T40.4"	16	668347	Unreliable
	"2014"	"2014"	"Davidson County, TN"	"47037"	"Cocaine"	"T40.5"	26	668347	3.9
	"2014"	"2014"	"Greene County, TN"	"47059"	"Other opioids"	"T40.2"	10	68335	Unreliable
	"2014"	"2014"	"Hamblen County, TN"	"47063"	"Other opioids"	"T40.2"	17	63036	Unreliable
	"2014"	"2014"	"Hamilton County, TN"	"47065"	"Other opioids"	"T40.2"	24	351220	6.8
	"2014"	"2014"	"Knox County, TN"	"47093"	"Other opioids"	"T40.2"	65	448644	14.5
	"2014"	"2014"	"Knox County, TN"	"47093"	"Methadone"	"T40.3"	12	448644	Unreliable
	"2014"	"2014"	"Knox County, TN"	"47093"	"Other synthetic narcotics"	"T40.4"	20	448644	4.5
	"2014"	"2014"	"Knox County, TN"	"47093"	"Cocaine"	"T40.5"	19	448644	Unreliable
	"2014"	"2014"	"Montgomery County, TN"	"47125"	"Other opioids"	"T40.2"	20	189961	10.5
	"2014"	"2014"	"Putnam County, TN"	"47141"	"Other opioids"	"T40.2"	12	74165	Unreliable
	"2014"	"2014"	"Rutherford County, TN"	"47149"	"Other opioids"	"T40.2"	16	288906	Unreliable
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Heroin"	"T40.1"	69	938803	7.3
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Other opioids"	"T40.2"	45	938803	4.8
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Other synthetic narcotics"	"T40.4"	15	938803	Unreliable
	"2014"	"2014"	"Shelby County, TN"	"47157"	"Cocaine"	"T40.5"	49	938803	5.2
	"2014"	"2014"	"Sullivan County, TN"	"47163"	"Other opioids"	"T40.2"	19	157047	Unreliable
	"2014"	"2014"	"Washington County, TN"	"47179"	"Other opioids"	"T40.2"	10	126242	Unreliable
	"2014"	"2014"	"Williamson County, TN"	"47187"	"Other opioids"	"T40.2"	10	205226	Unreliable
	"2014"	"2014"	"Wilson County, TN"	"47189"	"Other opioids"	"T40.2"	13	125376	Unreliable
	"2014"	"2014"	"Bexar County, TX"	"48029"	"Heroin"	"T40.1"	50	1855866	2.7
	"2014"	"2014"	"Bexar County, TX"	"48029"	"Other opioids"	"T40.2"	21	1855866	1.1
	"2014"	"2014"	"Bexar County, TX"	"48029"	"Methadone"	"T40.3"	14	1855866	Unreliable
	"2014"	"2014"	"Bexar County, TX"	"48029"	"Other synthetic narcotics"	"T40.4"	12	1855866	Unreliable
	"2014"	"2014"	"Bexar County, TX"	"48029"	"Cocaine"	"T40.5"	38	1855866	2.0
	"2014"	"2014"	"Bexar County, TX"	"48029"	"Other and unspecified narcotics"	"T40.6"	14	1855866	Unreliable
	"2014"	"2014"	"Collin County, TX"	"48085"	"Heroin"	"T40.1"	15	885241	Unreliable
	"2014"	"2014"	"Collin County, TX"	"48085"	"Other opioids"	"T40.2"	12	885241	Unreliable
	"2014"	"2014"	"Dallas County, TX"	"48113"	"Heroin"	"T40.1"	107	2518638	4.2
	"2014"	"2014"	"Dallas County, TX"	"48113"	"Other opioids"	"T40.2"	40	2518638	1.6
	"2014"	"2014"	"Dallas County, TX"	"48113"	"Other synthetic narcotics"	"T40.4"	24	2518638	1.0
	"2014"	"2014"	"Dallas County, TX"	"48113"	"Cocaine"	"T40.5"	115	2518638	4.6
	"2014"	"2014"	"Dallas County, TX"	"48113"	"Other and unspecified narcotics"	"T40.6"	14	2518638	Unreliable
	"2014"	"2014"	"Denton County, TX"	"48121"	"Heroin"	"T40.1"	10	753363	Unreliable
	"2014"	"2014"	"El Paso County, TX"	"48141"	"Heroin"	"T40.1"	20	833487	2.4
	"2014"	"2014"	"El Paso County, TX"	"48141"	"Cocaine"	"T40.5"	12	833487	Unreliable
	"2014"	"2014"	"Fort Bend County, TX"	"48157"	"Other opioids"	"T40.2"	14	685345	Unreliable
	"2014"	"2014"	"Harris County, TX"	"48201"	"Heroin"	"T40.1"	64	4441370	1.4
	"2014"	"2014"	"Harris County, TX"	"48201"	"Other opioids"	"T40.2"	147	4441370	3.3
	"2014"	"2014"	"Harris County, TX"	"48201"	"Methadone"	"T40.3"	19	4441370	Unreliable
	"2014"	"2014"	"Harris County, TX"	"48201"	"Other synthetic narcotics"	"T40.4"	38	4441370	0.9
	"2014"	"2014"	"Harris County, TX"	"48201"	"Cocaine"	"T40.5"	145	4441370	3.3
	"2014"	"2014"	"Jefferson County, TX"	"48245"	"Cocaine"	"T40.5"	13	252235	Unreliable
	"2014"	"2014"	"Nueces County, TX"	"48355"	"Heroin"	"T40.1"	15	356221	Unreliable
	"2014"	"2014"	"Nueces County, TX"	"48355"	"Other opioids"	"T40.2"	18	356221	Unreliable
	"2014"	"2014"	"Tarrant County, TX"	"48439"	"Heroin"	"T40.1"	50	1945360	2.6
	"2014"	"2014"	"Tarrant County, TX"	"48439"	"Other opioids"	"T40.2"	34	1945360	1.7
	"2014"	"2014"	"Tarrant County, TX"	"48439"	"Other synthetic narcotics"	"T40.4"	13	1945360	Unreliable
	"2014"	"2014"	"Tarrant County, TX"	"48439"	"Cocaine"	"T40.5"	29	1945360	1.5
	"2014"	"2014"	"Travis County, TX"	"48453"	"Heroin"	"T40.1"	16	1151145	Unreliable
	"2014"	"2014"	"Travis County, TX"	"48453"	"Cocaine"	"T40.5"	16	1151145	Unreliable
	"2014"	"2014"	"Webb County, TX"	"48479"	"Cocaine"	"T40.5"	10	266673	Unreliable
	"2014"	"2014"	"Davis County, UT"	"49011"	"Other opioids"	"T40.2"	33	329692	10.0
	"2014"	"2014"	"Salt Lake County, UT"	"49035"	"Heroin"	"T40.1"	63	1091742	5.8
	"2014"	"2014"	"Salt Lake County, UT"	"49035"	"Other opioids"	"T40.2"	165	1091742	15.1
	"2014"	"2014"	"Salt Lake County, UT"	"49035"	"Methadone"	"T40.3"	18	1091742	Unreliable
	"2014"	"2014"	"Salt Lake County, UT"	"49035"	"Other synthetic narcotics"	"T40.4"	22	1091742	2.0
	"2014"	"2014"	"Salt Lake County, UT"	"49035"	"Cocaine"	"T40.5"	24	1091742	2.2
	"2014"	"2014"	"Tooele County, UT"	"49045"	"Other opioids"	"T40.2"	12	61598	Unreliable
	"2014"	"2014"	"Utah County, UT"	"49049"	"Heroin"	"T40.1"	14	560974	Unreliable
	"2014"	"2014"	"Utah County, UT"	"49049"	"Other opioids"	"T40.2"	62	560974	11.1
	"2014"	"2014"	"Utah County, UT"	"49049"	"Methadone"	"T40.3"	13	560974	Unreliable
	"2014"	"2014"	"Utah County, UT"	"49049"	"Other synthetic narcotics"	"T40.4"	12	560974	Unreliable
	"2014"	"2014"	"Washington County, UT"	"49053"	"Other opioids"	"T40.2"	13	151948	Unreliable
	"2014"	"2014"	"Weber County, UT"	"49057"	"Heroin"	"T40.1"	11	240475	Unreliable
	"2014"	"2014"	"Weber County, UT"	"49057"	"Other opioids"	"T40.2"	41	240475	17.0
	"2014"	"2014"	"Weber County, UT"	"49057"	"Other synthetic narcotics"	"T40.4"	10	240475	Unreliable
	"2014"	"2014"	"Chittenden County, VT"	"50007"	"Heroin"	"T40.1"	10	160531	Unreliable
	"2014"	"2014"	"Fairfax County, VA"	"51059"	"Heroin"	"T40.1"	29	1137538	2.5
	"2014"	"2014"	"Fairfax County, VA"	"51059"	"Other opioids"	"T40.2"	27	1137538	2.4
	"2014"	"2014"	"Fairfax County, VA"	"51059"	"Other synthetic narcotics"	"T40.4"	18	1137538	Unreliable
	"2014"	"2014"	"Frederick County, VA"	"51069"	"Other opioids"	"T40.2"	11	82377	Unreliable
	"2014"	"2014"	"Henrico County, VA"	"51087"	"Heroin"	"T40.1"	14	321924	Unreliable
	"2014"	"2014"	"Loudoun County, VA"	"51107"	"Other opioids"	"T40.2"	15	363050	Unreliable
	"2014"	"2014"	"Prince William County, VA"	"51153"	"Heroin"	"T40.1"	12	446094	Unreliable
	"2014"	"2014"	"Prince William County, VA"	"51153"	"Other opioids"	"T40.2"	15	446094	Unreliable
	"2014"	"2014"	"Tazewell County, VA"	"51185"	"Other opioids"	"T40.2"	10	43452	Unreliable
	"2014"	"2014"	"Norfolk city, VA"	"51710"	"Heroin"	"T40.1"	14	245428	Unreliable
	"2014"	"2014"	"Portsmouth city, VA"	"51740"	"Heroin"	"T40.1"	10	96004	Unreliable
	"2014"	"2014"	"Richmond city, VA"	"51760"	"Heroin"	"T40.1"	20	217853	9.2
	"2014"	"2014"	"Richmond city, VA"	"51760"	"Other synthetic narcotics"	"T40.4"	14	217853	Unreliable
	"2014"	"2014"	"Virginia Beach city, VA"	"51810"	"Heroin"	"T40.1"	18	450980	Unreliable
	"2014"	"2014"	"Virginia Beach city, VA"	"51810"	"Other opioids"	"T40.2"	18	450980	Unreliable
	"2014"	"2014"	"Virginia Beach city, VA"	"51810"	"Cocaine"	"T40.5"	11	450980	Unreliable
	"2014"	"2014"	"Benton County, WA"	"53005"	"Other opioids"	"T40.2"	14	186486	Unreliable
	"2014"	"2014"	"Clark County, WA"	"53011"	"Heroin"	"T40.1"	13	451008	Unreliable
	"2014"	"2014"	"Clark County, WA"	"53011"	"Other opioids"	"T40.2"	20	451008	4.4
	"2014"	"2014"	"Clark County, WA"	"53011"	"Other and unspecified narcotics"	"T40.6"	20	451008	4.4
	"2014"	"2014"	"King County, WA"	"53033"	"Heroin"	"T40.1"	139	2079967	6.7
	"2014"	"2014"	"King County, WA"	"53033"	"Other opioids"	"T40.2"	68	2079967	3.3
	"2014"	"2014"	"King County, WA"	"53033"	"Methadone"	"T40.3"	44	2079967	2.1
	"2014"	"2014"	"King County, WA"	"53033"	"Other synthetic narcotics"	"T40.4"	12	2079967	Unreliable
	"2014"	"2014"	"King County, WA"	"53033"	"Cocaine"	"T40.5"	75	2079967	3.6
	"2014"	"2014"	"King County, WA"	"53033"	"Other and unspecified narcotics"	"T40.6"	149	2079967	7.2
	"2014"	"2014"	"Pierce County, WA"	"53053"	"Heroin"	"T40.1"	29	831928	3.5
	"2014"	"2014"	"Pierce County, WA"	"53053"	"Other opioids"	"T40.2"	34	831928	4.1
	"2014"	"2014"	"Pierce County, WA"	"53053"	"Methadone"	"T40.3"	16	831928	Unreliable
	"2014"	"2014"	"Pierce County, WA"	"53053"	"Other synthetic narcotics"	"T40.4"	11	831928	Unreliable
	"2014"	"2014"	"Snohomish County, WA"	"53061"	"Heroin"	"T40.1"	50	759583	6.6
	"2014"	"2014"	"Snohomish County, WA"	"53061"	"Other opioids"	"T40.2"	48	759583	6.3
	"2014"	"2014"	"Snohomish County, WA"	"53061"	"Methadone"	"T40.3"	21	759583	2.8
	"2014"	"2014"	"Snohomish County, WA"	"53061"	"Other and unspecified narcotics"	"T40.6"	11	759583	Unreliable
	"2014"	"2014"	"Spokane County, WA"	"53063"	"Other opioids"	"T40.2"	17	484318	Unreliable
	"2014"	"2014"	"Thurston County, WA"	"53067"	"Other opioids"	"T40.2"	12	265851	Unreliable
	"2014"	"2014"	"Yakima County, WA"	"53077"	"Heroin"	"T40.1"	10	247687	Unreliable
	"2014"	"2014"	"Berkeley County, WV"	"54003"	"Heroin"	"T40.1"	24	110497	21.7
	"2014"	"2014"	"Berkeley County, WV"	"54003"	"Other opioids"	"T40.2"	16	110497	Unreliable
	"2014"	"2014"	"Boone County, WV"	"54005"	"Other opioids"	"T40.2"	22	23714	92.8
	"2014"	"2014"	"Cabell County, WV"	"54011"	"Heroin"	"T40.1"	24	97109	24.7
	"2014"	"2014"	"Cabell County, WV"	"54011"	"Other opioids"	"T40.2"	26	97109	26.8
	"2014"	"2014"	"Cabell County, WV"	"54011"	"Other synthetic narcotics"	"T40.4"	11	97109	Unreliable
	"2014"	"2014"	"Fayette County, WV"	"54019"	"Other opioids"	"T40.2"	16	45132	Unreliable
	"2014"	"2014"	"Kanawha County, WV"	"54039"	"Heroin"	"T40.1"	23	190223	12.1
	"2014"	"2014"	"Kanawha County, WV"	"54039"	"Other opioids"	"T40.2"	49	190223	25.8
	"2014"	"2014"	"Kanawha County, WV"	"54039"	"Other synthetic narcotics"	"T40.4"	22	190223	11.6
	"2014"	"2014"	"Lincoln County, WV"	"54043"	"Other opioids"	"T40.2"	10	21561	Unreliable
	"2014"	"2014"	"Logan County, WV"	"54045"	"Other opioids"	"T40.2"	20	35348	56.6
	"2014"	"2014"	"Mercer County, WV"	"54055"	"Other opioids"	"T40.2"	33	61785	53.4
	"2014"	"2014"	"Mercer County, WV"	"54055"	"Other synthetic narcotics"	"T40.4"	10	61785	Unreliable
	"2014"	"2014"	"Mingo County, WV"	"54059"	"Other opioids"	"T40.2"	24	25716	93.3
	"2014"	"2014"	"Raleigh County, WV"	"54081"	"Other opioids"	"T40.2"	28	78241	35.8
	"2014"	"2014"	"Raleigh County, WV"	"54081"	"Other synthetic narcotics"	"T40.4"	10	78241	Unreliable
	"2014"	"2014"	"Wayne County, WV"	"54099"	"Heroin"	"T40.1"	10	41122	Unreliable
	"2014"	"2014"	"Wayne County, WV"	"54099"	"Other opioids"	"T40.2"	12	41122	Unreliable
	"2014"	"2014"	"Wood County, WV"	"54107"	"Other opioids"	"T40.2"	11	86237	Unreliable
	"2014"	"2014"	"Wyoming County, WV"	"54109"	"Other opioids"	"T40.2"	18	22598	Unreliable
	"2014"	"2014"	"Dane County, WI"	"55025"	"Heroin"	"T40.1"	28	516284	5.4
	"2014"	"2014"	"Dane County, WI"	"55025"	"Other opioids"	"T40.2"	31	516284	6.0
	"2014"	"2014"	"Kenosha County, WI"	"55059"	"Heroin"	"T40.1"	19	168068	Unreliable
	"2014"	"2014"	"Kenosha County, WI"	"55059"	"Other opioids"	"T40.2"	15	168068	Unreliable
	"2014"	"2014"	"Milwaukee County, WI"	"55079"	"Heroin"	"T40.1"	103	956406	10.8
	"2014"	"2014"	"Milwaukee County, WI"	"55079"	"Other opioids"	"T40.2"	103	956406	10.8
	"2014"	"2014"	"Milwaukee County, WI"	"55079"	"Methadone"	"T40.3"	25	956406	2.6
	"2014"	"2014"	"Milwaukee County, WI"	"55079"	"Other synthetic narcotics"	"T40.4"	27	956406	2.8
	"2014"	"2014"	"Milwaukee County, WI"	"55079"	"Cocaine"	"T40.5"	58	956406	6.1
	"2014"	"2014"	"Racine County, WI"	"55101"	"Heroin"	"T40.1"	20	195163	10.2
	"2014"	"2014"	"Racine County, WI"	"55101"	"Other opioids"	"T40.2"	17	195163	Unreliable
	"2014"	"2014"	"Rock County, WI"	"55105"	"Heroin"	"T40.1"	10	161188	Unreliable
	"2014"	"2014"	"Rock County, WI"	"55105"	"Other opioids"	"T40.2"	12	161188	Unreliable
	"2014"	"2014"	"Waukesha County, WI"	"55133"	"Heroin"	"T40.1"	15	395118	Unreliable
	"2014"	"2014"	"Waukesha County, WI"	"55133"	"Other opioids"	"T40.2"	11	395118	Unreliable
	"2014"	"2014"	"Winnebago County, WI"	"55139"	"Heroin"	"T40.1"	12	169511	Unreliable
	"2015"	"2015"	"Baldwin County, AL"	"01003"	"Other opioids"	"T40.2"	13	203709	Unreliable
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Heroin"	"T40.1"	80	660367	12.1
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Other opioids"	"T40.2"	29	660367	4.4
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Methadone"	"T40.3"	16	660367	Unreliable
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Other synthetic narcotics"	"T40.4"	38	660367	5.8
	"2015"	"2015"	"Jefferson County, AL"	"01073"	"Cocaine"	"T40.5"	30	660367	4.5
	"2015"	"2015"	"Mobile County, AL"	"01097"	"Other opioids"	"T40.2"	16	415395	Unreliable
	"2015"	"2015"	"Anchorage Borough, AK"	"02020"	"Heroin"	"T40.1"	20	298695	6.7
	"2015"	"2015"	"Anchorage Borough, AK"	"02020"	"Other opioids"	"T40.2"	22	298695	7.4
	"2015"	"2015"	"Anchorage Borough, AK"	"02020"	"Other and unspecified narcotics"	"T40.6"	12	298695	Unreliable
	"2015"	"2015"	"Kenai Peninsula Borough, AK"	"02122"	"Other opioids"	"T40.2"	10	58059	Unreliable
	"2015"	"2015"	"Cochise County, AZ"	"04003"	"Other opioids"	"T40.2"	13	126427	Unreliable
	"2015"	"2015"	"Maricopa County, AZ"	"04013"	"Heroin"	"T40.1"	149	4167947	3.6
	"2015"	"2015"	"Maricopa County, AZ"	"04013"	"Other opioids"	"T40.2"	178	4167947	4.3
	"2015"	"2015"	"Maricopa County, AZ"	"04013"	"Methadone"	"T40.3"	43	4167947	1.0
	"2015"	"2015"	"Maricopa County, AZ"	"04013"	"Other synthetic narcotics"	"T40.4"	39	4167947	0.9
	"2015"	"2015"	"Maricopa County, AZ"	"04013"	"Cocaine"	"T40.5"	39	4167947	0.9
	"2015"	"2015"	"Mohave County, AZ"	"04015"	"Other opioids"	"T40.2"	22	204737	10.7
	"2015"	"2015"	"Mohave County, AZ"	"04015"	"Other and unspecified narcotics"	"T40.6"	24	204737	11.7
	"2015"	"2015"	"Pima County, AZ"	"04019"	"Heroin"	"T40.1"	63	1010025	6.2
	"2015"	"2015"	"Pima County, AZ"	"04019"	"Other opioids"	"T40.2"	64	1010025	6.3
	"2015"	"2015"	"Pima County, AZ"	"04019"	"Methadone"	"T40.3"	21	1010025	2.1
	"2015"	"2015"	"Pima County, AZ"	"04019"	"Other synthetic narcotics"	"T40.4"	19	1010025	Unreliable
	"2015"	"2015"	"Pima County, AZ"	"04019"	"Cocaine"	"T40.5"	23	1010025	2.3
	"2015"	"2015"	"Pinal County, AZ"	"04021"	"Other opioids"	"T40.2"	22	406584	5.4
	"2015"	"2015"	"Benton County, AR"	"05007"	"Other opioids"	"T40.2"	15	249672	Unreliable
	"2015"	"2015"	"Garland County, AR"	"05051"	"Other opioids"	"T40.2"	13	97177	Unreliable
	"2015"	"2015"	"Pulaski County, AR"	"05119"	"Other opioids"	"T40.2"	15	392664	Unreliable
	"2015"	"2015"	"Sebastian County, AR"	"05131"	"Other opioids"	"T40.2"	13	127780	Unreliable
	"2015"	"2015"	"Alameda County, CA"	"06001"	"Heroin"	"T40.1"	12	1638215	Unreliable
	"2015"	"2015"	"Alameda County, CA"	"06001"	"Other opioids"	"T40.2"	34	1638215	2.1
	"2015"	"2015"	"Alameda County, CA"	"06001"	"Methadone"	"T40.3"	20	1638215	1.2
	"2015"	"2015"	"Alameda County, CA"	"06001"	"Cocaine"	"T40.5"	33	1638215	2.0
	"2015"	"2015"	"Alameda County, CA"	"06001"	"Other and unspecified narcotics"	"T40.6"	12	1638215	Unreliable
	"2015"	"2015"	"Butte County, CA"	"06007"	"Other opioids"	"T40.2"	15	225411	Unreliable
	"2015"	"2015"	"Contra Costa County, CA"	"06013"	"Heroin"	"T40.1"	13	1126745	Unreliable
	"2015"	"2015"	"Contra Costa County, CA"	"06013"	"Other opioids"	"T40.2"	27	1126745	2.4
	"2015"	"2015"	"Contra Costa County, CA"	"06013"	"Cocaine"	"T40.5"	11	1126745	Unreliable
	"2015"	"2015"	"Fresno County, CA"	"06019"	"Other opioids"	"T40.2"	45	974861	4.6
	"2015"	"2015"	"Fresno County, CA"	"06019"	"Methadone"	"T40.3"	11	974861	Unreliable
	"2015"	"2015"	"Humboldt County, CA"	"06023"	"Other opioids"	"T40.2"	16	135727	Unreliable
	"2015"	"2015"	"Imperial County, CA"	"06025"	"Other and unspecified narcotics"	"T40.6"	18	180191	Unreliable
	"2015"	"2015"	"Kern County, CA"	"06029"	"Heroin"	"T40.1"	24	882176	2.7
	"2015"	"2015"	"Kern County, CA"	"06029"	"Other opioids"	"T40.2"	37	882176	4.2
	"2015"	"2015"	"Kern County, CA"	"06029"	"Methadone"	"T40.3"	14	882176	Unreliable
	"2015"	"2015"	"Kern County, CA"	"06029"	"Other synthetic narcotics"	"T40.4"	11	882176	Unreliable
	"2015"	"2015"	"Kern County, CA"	"06029"	"Cocaine"	"T40.5"	10	882176	Unreliable
	"2015"	"2015"	"Lake County, CA"	"06033"	"Other opioids"	"T40.2"	14	64591	Unreliable
	"2015"	"2015"	"Los Angeles County, CA"	"06037"	"Heroin"	"T40.1"	131	10170292	1.3
	"2015"	"2015"	"Los Angeles County, CA"	"06037"	"Other opioids"	"T40.2"	181	10170292	1.8
	"2015"	"2015"	"Los Angeles County, CA"	"06037"	"Methadone"	"T40.3"	31	10170292	0.3
	"2015"	"2015"	"Los Angeles County, CA"	"06037"	"Other synthetic narcotics"	"T40.4"	21	10170292	0.2
	"2015"	"2015"	"Los Angeles County, CA"	"06037"	"Cocaine"	"T40.5"	127	10170292	1.2
	"2015"	"2015"	"Los Angeles County, CA"	"06037"	"Other and unspecified narcotics"	"T40.6"	23	10170292	0.2
	"2015"	"2015"	"Madera County, CA"	"06039"	"Other opioids"	"T40.2"	10	154998	Unreliable
	"2015"	"2015"	"Merced County, CA"	"06047"	"Other opioids"	"T40.2"	16	268455	Unreliable
	"2015"	"2015"	"Orange County, CA"	"06059"	"Heroin"	"T40.1"	74	3169776	2.3
	"2015"	"2015"	"Orange County, CA"	"06059"	"Other opioids"	"T40.2"	166	3169776	5.2
	"2015"	"2015"	"Orange County, CA"	"06059"	"Methadone"	"T40.3"	26	3169776	0.8
	"2015"	"2015"	"Orange County, CA"	"06059"	"Other synthetic narcotics"	"T40.4"	35	3169776	1.1
	"2015"	"2015"	"Orange County, CA"	"06059"	"Cannabis (derivatives)"	"T40.7"	20	3169776	0.6
	"2015"	"2015"	"Riverside County, CA"	"06065"	"Heroin"	"T40.1"	60	2361026	2.5
	"2015"	"2015"	"Riverside County, CA"	"06065"	"Other opioids"	"T40.2"	56	2361026	2.4
	"2015"	"2015"	"Riverside County, CA"	"06065"	"Methadone"	"T40.3"	11	2361026	Unreliable
	"2015"	"2015"	"Riverside County, CA"	"06065"	"Other synthetic narcotics"	"T40.4"	13	2361026	Unreliable
	"2015"	"2015"	"Riverside County, CA"	"06065"	"Other and unspecified narcotics"	"T40.6"	10	2361026	Unreliable
	"2015"	"2015"	"Sacramento County, CA"	"06067"	"Heroin"	"T40.1"	12	1501335	Unreliable
	"2015"	"2015"	"Sacramento County, CA"	"06067"	"Other opioids"	"T40.2"	19	1501335	Unreliable
	"2015"	"2015"	"Sacramento County, CA"	"06067"	"Methadone"	"T40.3"	11	1501335	Unreliable
	"2015"	"2015"	"Sacramento County, CA"	"06067"	"Cocaine"	"T40.5"	11	1501335	Unreliable
	"2015"	"2015"	"San Bernardino County, CA"	"06071"	"Heroin"	"T40.1"	17	2128133	Unreliable
	"2015"	"2015"	"San Bernardino County, CA"	"06071"	"Other opioids"	"T40.2"	16	2128133	Unreliable
	"2015"	"2015"	"San Diego County, CA"	"06073"	"Heroin"	"T40.1"	74	3299521	2.2
	"2015"	"2015"	"San Diego County, CA"	"06073"	"Other opioids"	"T40.2"	137	3299521	4.2
	"2015"	"2015"	"San Diego County, CA"	"06073"	"Methadone"	"T40.3"	29	3299521	0.9
	"2015"	"2015"	"San Diego County, CA"	"06073"	"Other synthetic narcotics"	"T40.4"	48	3299521	1.5
	"2015"	"2015"	"San Diego County, CA"	"06073"	"Cocaine"	"T40.5"	23	3299521	0.7
	"2015"	"2015"	"San Diego County, CA"	"06073"	"Other and unspecified narcotics"	"T40.6"	17	3299521	Unreliable
